ct_id,name,country,asset_type,lon,lat,capacity_t,activity_t,capacity_factor
45257208,Xingtai (Yanjiatun) Chemical Complex,CHN,ammonia,114.533446,37.1433888,90719.99999999999,63091.592809691545,0.6954540653625613
33999082,CHN-Linyi_ammonia,CHN,ammonia,118.279280409602,35.3092364946626,83916,58359.72334896466,0.6954540653625609
33999030,CHN-Handan_ammonia,CHN,ammonia,114.544766130146,36.5510029712682,81359.99999999999,56582.14275789797,0.6954540653625613
33999093,CHN-Kunming_ammonia,CHN,ammonia,102.875256935348,25.385230222315,76284,53052.01792211761,0.695454065362561
57033645,USA-Gage_ammonia,USA,ammonia,-96.6895770841823,40.2617771224678,70799.99999999999,53384.974714846576,0.7540250665938784
57033255,CHN-Xinxiang_ammonia,CHN,ammonia,114.091775841759,35.2671845062418,57016.000000000015,37063.75774953114,0.6500588913556042
45257053,Changji (Manasi) Fertilizers,CHN,ammonia,86.3045811,44.2261238,54429.99999999999,37853.564777684194,0.695454065362561
33999142,CHN-Weihai_ammonia,CHN,ammonia,122.13850528924,37.1102567595751,53399.99999999999,37137.247090360754,0.695454065362561
33999151,RUS-Kemerovskiy rayon_ammonia,RUS,ammonia,86.2897619469118,55.4764035313505,51808.00000000001,27531.67038671469,0.5314173561364014
33999097,CHN-Jinchang_ammonia,CHN,ammonia,102.050310156006,38.4269702934055,50856,35368.011948078405,0.695454065362561
33999128,CHN-Wuhai_ammonia,CHN,ammonia,106.882875359465,39.5669579499448,50855.99999999999,35368.011948078405,0.6954540653625612
57033279,CHN-Hohhot_ammonia,CHN,ammonia,111.399166506692,40.5810793738034,49426.00000000001,32129.8107641421,0.6500588913556042
33999177,CHE-Visp_ammonia,CHE,ammonia,7.84924817544394,46.1061925029504,47016,14000,0.29777097158414156
57033399,RUS-Gubakha gorsovet_ammonia,RUS,ammonia,57.6486675039116,58.9174996381274,44632.00000000001,23988.292646850903,0.5374684676207855
33998957,CHN-Linfen_ammonia,CHN,ammonia,111.373899785858,36.2354357980814,40704,28307.76227651768,0.6954540653625609
57033649,USA-Columbia_ammonia,USA,ammonia,-123.092595992431,45.9401609515227,40464,30510.870294654687,0.7540250665938782
33999181,CHN-Jincheng_ammonia,CHN,ammonia,112.704696578155,35.6106435240961,40176.00000000001,27940.562530006242,0.6954540653625606
45257093,Geneva Anhydrous Ammonia,USA,ammonia,-97.580793,40.5405884,36500,26283.954837244426,0.7201083517053267
33998922,CHN-Jinan_ammonia,CHN,ammonia,117.08296933013,36.7322319244659,35604,24760.946543168615,0.6954540653625608
33998941,CHN-Baynnur_ammonia,CHN,ammonia,107.580479332714,41.4531302635422,35603.99999999999,24760.946543168615,0.6954540653625609
45257061,Creston Ammonia,USA,ammonia,-94.351796,41.1159028,33110,23842.78752496337,0.7201083517053267
33998932,JPN-Kashima_ammonia,JPN,ammonia,140.688372462181,36.0402697695367,26279.999999999996,13766.58402746802,0.5238426190056324
33998927,CHN-Hangzhou_ammonia,CHN,ammonia,119.504689089953,29.9099370166164,24168,16807.733851682377,0.695454065362561
33999190,CHN-Hanzhong_ammonia,CHN,ammonia,107.104378910957,33.0888389642144,20352,14153.88113825884,0.6954540653625609
33999144,CHN-Luliang_ammonia,CHN,ammonia,111.262392500748,37.6767511678222,15264.000000000004,10615.410853694133,0.6954540653625609
57033241,CHN-Xingtai_ammonia,CHN,ammonia,114.818372608186,37.2116917039857,10992,7145.447333780803,0.6500588913556044
33999153,ARG-Bahía Blanca_ammonia,ARG,ammonia,-62.1715799441969,-38.5834921776881,6396.000000000002,4895.061728395062,0.7653317273913479
45257103,Gujarat State Fertilizers & Chemicals Vadodara Complex,IND,ammonia,73.2100444,22.346977,5989.999999999999,5281.230676632331,0.8816745703893709
33998978,JPN-Harima_ammonia,JPN,ammonia,134.825082663495,34.6662831821652,4356,2281.8584483885356,0.5238426190056326
33999214,CHN-Ili Kazakh_ammonia,CHN,ammonia,82.0954958135591,43.4514412291943,816,567.4905173358496,0.6954540653625608
45257067,Dibrugarh (Namrup) Fertilizer Complex,IND,ammonia,95.3485271,27.1816892,460.00000000000006,405.5703023791107,0.8816745703893709
33999059,CHN-Luoyang_ammonia,CHN,ammonia,112.023948437685,34.2861176277573,335.99999999999994,233.67256596182048,0.695454065362561
33999218,ARG-Tercero Arriba_ammonia,ARG,ammonia,-63.7800035284954,-32.2869295035418,264,202.04757603131586,0.7653317273913479
